,streams,in_playlists,in_charts,bpm,key,key_imputed,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0,-0.6589492754606993,-0.5641791502784775,5.602818938352227,0.09012257804852827,2.0,0,0.0,0.7808219178082192,0.913978494623656,0.8409090909090909,0.31958762886597936,0.0,0.05319148936170213,0.03225806451612903
1,-0.6724216230641464,-0.45904284233389336,2.226894758903867,-1.0870777274504944,3.0,0,0.0,0.6575342465753424,0.6129032258064517,0.7386363636363636,0.07216494845360824,0.0,0.07446808510638298,0.03225806451612903
2,-0.6613707019781803,-0.45881890983560886,5.787595853499548,0.5538681529420827,7.0,0,0.0,0.38356164383561636,0.3010752688172043,0.5,0.17525773195876287,0.0,0.2978723404255319,0.06451612903225806
3,0.5000825703044248,0.2708651358245136,3.7101040507620957,1.695395721910832,0.0,0,0.0,0.43835616438356156,0.5806451612903226,0.7159090909090909,0.1134020618556701,0.0,0.08510638297872342,0.20967741935483872
4,-0.37448181747484915,-0.2660130288126334,2.491575204925706,0.7679045721237231,0.0,0,1.0,0.5753424657534247,0.20430107526881724,0.8068181818181819,0.14432989690721648,0.6923076923076924,0.08510638297872342,0.06451612903225806
5,-0.5845618293785253,-0.37383652673663187,5.7076923226250305,0.6608863625329029,3.0,0,0.0,0.9452054794520548,0.6666666666666667,0.5568181818181818,0.1958762886597938,0.0,0.05319148936170213,0.3548387096774194
6,0.36851119726638615,-0.2813524049451233,2.8910928592982925,0.9105955182448168,7.0,0,1.0,0.6027397260273972,0.849462365591398,0.7613636363636364,0.4948453608247423,0.0,0.05319148936170213,0.016129032258064516
7,-0.8052341826279276,-0.549847470388268,1.0732875319030226,-0.8016958352083071,7.0,0,0.0,0.6027397260273972,0.23655913978494625,0.7045454545454546,0.38144329896907214,0.0,0.08510638297872342,0.03225806451612903
8,-0.7400854591851346,-0.5011421520113839,5.657752615828457,0.26848626069989534,3.0,0,1.0,0.8493150684931507,0.1935483870967742,0.6022727272727273,0.12371134020618557,0.0,0.26595744680851063,0.1129032258064516
9,0.06560454178771287,-0.29243706361020727,1.9072806354057976,1.695395721910832,4.0,0,1.0,0.7945205479452055,0.5591397849462366,0.4431818181818181,0.21649484536082475,0.0,0.05319148936170213,0.5
10,-0.018692138988190183,-0.3032977897770067,1.9172685767651123,-1.408132356222955,8.0,0,1.0,0.4657534246575343,0.5591397849462366,0.7159090909090909,0.23711340206185566,0.0,0.2553191489361702,0.04838709677419355
11,-0.8050482831327388,-0.5822057163903818,1.52773886375184,0.9819409913053636,7.0,0,1.0,0.7534246575342465,0.5161290322580646,0.8295454545454546,0.18556701030927836,0.0,0.12765957446808512,0.08064516129032258
12,1.4070041491155625,0.8482750826511596,6.4168361591363725,-0.15958657766338563,3.0,1,0.0,0.6575342465753424,0.6559139784946237,0.6704545454545454,0.061855670103092786,0.0,0.0,0.08064516129032258
13,-0.2262599241094764,-0.211597431729494,7.165931761084973,0.26848626069989534,4.0,0,1.0,0.38356164383561636,0.3010752688172043,0.38636363636363635,0.8556701030927835,0.0,0.06382978723404256,0.016129032258064516
14,3.5096178779109257,2.1454040789642668,1.2480765056910292,1.8380866680319257,8.0,0,1.0,0.3972602739726027,0.6666666666666667,0.7272727272727273,0.35051546391752575,0.0,0.2978723404255319,0.06451612903225806
15,1.1367597583033198,0.31050118802087445,1.5676906291890988,-1.1940959370413147,10.0,0,0.0,0.5616438356164384,0.41935483870967744,0.7272727272727273,0.05154639175257732,0.18681318681318682,0.13829787234042554,0.03225806451612903
16,-0.03429170991642439,-0.28762251489709,0.8535528219980998,-0.0882411046028388,2.0,0,1.0,0.7534246575342465,0.7741935483870969,0.5681818181818182,0.44329896907216493,0.0,0.32978723404255317,0.016129032258064516
17,-0.8537469259480125,-0.5186088868775769,7.011118670015596,-1.5864960388743221,3.0,1,0.0,0.2876712328767123,0.10752688172043011,0.0,0.9896907216494846,0.0,0.07446808510638298,0.016129032258064516
18,-0.3182650030631511,-0.3328568795505639,1.0832754732623373,-0.8016958352083071,2.0,0,0.0,0.8630136986301369,0.6774193548387097,0.6477272727272727,0.14432989690721648,0.0,0.09574468085106383,0.22580645161290322
19,-0.2687943796049071,-0.5657466777664693,0.3941075194696248,-0.0882411046028388,9.0,0,0.0,0.547945205479452,0.34408602150537637,0.7272727272727273,0.0,0.0,0.35106382978723405,0.03225806451612903
20,-0.755503512188364,-0.596425430031449,0.3441678126730514,0.6252136260026295,7.0,0,1.0,0.5753424657534247,0.89247311827957,0.7386363636363636,0.2268041237113402,0.0,0.4148936170212766,0.03225806451612903
21,-0.8158043120667201,-0.5652988127699001,0.9184744408336452,0.01877710498798145,8.0,0,0.0,0.6301369863013699,0.838709677419355,0.7613636363636364,0.061855670103092786,0.0,0.031914893617021274,0.016129032258064516
